OBJECTID,Have_you_been_interviewed_about_shark_bite_offs_before,How_many_times_have_you_fished_from_this_boat_ramp_before,How_many_days_have_you_fished_from_a_boat_this_year,How_many_years_have_you_been_fishing_for,Home_postcode,What_is_your_income_before_tax,Guid,GlobalID,CreationDate,Creator,EditDate,Editor,# times fished from boat in last 12 months?,# times doing NEX last 12 months??,# years fishing?,# years doing NEX?,"Are you a diver? If so, what is your certification?","If DIVING, # dives?",What year were you born?,Home postcode,"If VISITOR, where are you staying?","If OTHER, where are you staying",FINISH SURVEY ,Male or Female,Describe party,Boat length,Boat Type ,Boat name or number
481,,,,,,,74881daf-8d11-4bd7-9c2d-6b8eff539801,459a830e-60eb-4ca7-9638-f4edb875e62c,4/7/2021 4:15:07 AM,Harrison.Carmody_UWA,4/7/2021 4:15:07 AM,Harrison.Carmody_UWA,2,Monthly,Life,Life,Rescue,300,1987,Melbourne,CoralBay,,,Female,Friends,,,
482,,,,,,,d895bc6d-b4af-4cc7-a0a7-2d67319fdae5,7c101955-7a96-49e5-af41-c708251794b5,4/7/2021 4:23:29 AM,Harrison.Carmody_UWA,4/7/2021 4:23:29 AM,Harrison.Carmody_UWA,,Weekly,,Life,OW,5,1977,Perth,Exmouth,,,Female,Family,,,
483,,,,,,,71a9c8ef-4cc3-4ee5-ae42-2613a8b0ad95,2e7b0815-1a4b-4275-9605-83eb2971812c,4/7/2021 4:25:24 AM,Harrison.Carmody_UWA,4/7/2021 4:25:24 AM,Harrison.Carmody_UWA,,Weekly,,Life,,,1974,Perth,Exmouth,,,Female,Family,,,
484,,,,,,,c84650ab-bbf3-442b-b470-f80370ff5231,5305a54f-f02d-464d-8692-a40ae58e2439,4/7/2021 4:31:27 AM,Harrison.Carmody_UWA,4/7/2021 4:31:27 AM,Harrison.Carmody_UWA,,10,,11,,,1965,Perth,CoralBay,,,Female,Family,,,
485,,,,,,,e7871561-ac62-40c4-9514-42ce732eadb7,f13692f8-241f-4e73-99f7-6f91f92b9962,4/7/2021 4:33:56 AM,Harrison.Carmody_UWA,4/7/2021 4:33:56 AM,Harrison.Carmody_UWA,,10,,Life,,,1963,Perth,CoralBay,,,Male,Family,,,
486,,,,,,,6f1f9531-e9ba-449f-ab3e-8b5c0d195a1a,658404d7-0fc6-4f4e-b1a1-8b51f95889a7,4/7/2021 4:41:45 AM,Harrison.Carmody_UWA,4/7/2021 4:41:45 AM,Harrison.Carmody_UWA,,Most days,,Life,AOW,35,1995,Travelers,CoralBay,,,Male,Friends,,,
487,,,,,,,da9e6f17-fc0f-4929-b0ad-014dd4cbcac6,3528ff2f-9d3f-474f-93f3-1590637ac4a2,4/7/2021 4:44:30 AM,Harrison.Carmody_UWA,4/7/2021 4:44:30 AM,Harrison.Carmody_UWA,,Most days,,Life,,,1992,Travelers,,,,Female,Friends,,,
488,,,,,,,55300263-ea7a-4984-99e7-297ffc411633,cecb1336-3f6f-4731-a279-35b0f17f0011,4/7/2021 4:46:36 AM,Harrison.Carmody_UWA,4/7/2021 4:46:36 AM,Harrison.Carmody_UWA,,Most days,,Life,,,2001,Travelers,CoralBay,,,Female,Friends,,,
489,,,,,,,5f10bb06-3afb-47bc-a28e-79f3a638d888,901617ec-2f33-4c00-8a0a-c0beae28bc06,4/12/2021 3:32:16 AM,Harrison.Carmody_UWA,4/12/2021 3:32:16 AM,Harrison.Carmody_UWA,No,,,,None,,1978,6026,Exmouth,,,Male,Family,,,
490,,,,,,,c8829648-5cf9-4251-b108-3a8df651375a,4eb115df-786d-4bb4-95a7-86bcc3794948,4/12/2021 3:38:36 AM,Harrison.Carmody_UWA,4/12/2021 3:38:36 AM,Harrison.Carmody_UWA,Holiday hobby,,Life,,None,,1984,6171,Exmouth,,,Male,4m1b,,,
491,,,,,,,b7b99fa1-cad1-40d9-8d7a-7ce4debad1bb,cef92da2-7e3d-4b08-adf5-fac739c7fc38,4/12/2021 3:48:16 AM,Harrison.Carmody_UWA,4/12/2021 3:48:16 AM,Harrison.Carmody_UWA,1 month 5 year,,Life,,None,1973,1972,6076,YardieHomestead,Ningaloo caravan park,,Female,2f4b,,,
492,,,,,,,066bc5c1-602c-449c-aa15-3a3b5a0bfb69,d7204c10-04ba-4256-a874-681c9f30280b,4/12/2021 4:01:50 AM,Harrison.Carmody_UWA,4/12/2021 4:01:50 AM,Harrison.Carmody_UWA,2mo th,,30,,None,,1973,6076,Exmouth,,,Male,1m1b,,,
493,,,,,,,f11b0a6d-ad92-485c-979d-e280df8834fd,f227dce9-8c0f-477c-9f19-415c16fcb7ff,4/12/2021 4:11:02 AM,Harrison.Carmody_UWA,4/12/2021 4:12:43 AM,Harrison.Carmody_UWA, One,,,,None,,198,6062,RACHolPark ,,,Female,3c2b,,,
494,,,,,,,09841628-1869-4613-aed2-58d633c12db2,645a4b8b-214e-40b5-818e-90ed2396e86b,4/12/2021 4:20:48 AM,Harrison.Carmody_UWA,4/12/2021 4:20:48 AM,Harrison.Carmody_UWA,2month,,Life,,None,,1982,6069,ExmouthEscape,,,Male,6c4g3b,,,
495,,,,,,,7a22b28f-8464-4231-8ec7-3d376ec17c48,40423349-5875-4a7d-939d-31cc6775cab6,4/12/2021 5:22:01 AM,Harrison.Carmody_UWA,4/12/2021 5:22:01 AM,Harrison.Carmody_UWA,4 month,,Life,,OW,Not current hobby,1973,,,,,Male,Couple,,,
496,,,,,,,c170dd37-9810-4a52-89cc-a0475ad6f6e6,983f4248-85c5-481a-97b6-6a5586570005,4/12/2021 5:27:13 AM,Harrison.Carmody_UWA,4/12/2021 5:27:13 AM,Harrison.Carmody_UWA,2 month,,Life,,None,,1994,2259,Exmouth,,,Male,2c,,,
497,,,,,,,85fc2fa3-eb93-44ff-ba1c-b670d92b622c,1591dde9-1c84-444e-a4f4-9d6cb6dd9bce,4/12/2021 5:36:15 AM,Harrison.Carmody_UWA,4/12/2021 5:36:15 AM,Harrison.Carmody_UWA,Holiday hobby,,Life,,None,,1972,6232,RACHolPark ,,,Male,C1b1g,,,
498,,,,,,,e1b9d37a-8fb8-4c70-a898-30ee22111dba,8cf2660b-cf0b-4d27-9b88-992fce140363,4/12/2021 5:46:34 AM,Harrison.Carmody_UWA,4/12/2021 5:46:34 AM,Harrison.Carmody_UWA,Holiday hobby,,Life,,None,,1976,6064,Exmouth,,,Female,23b1g,,,
499,,,,,,,64e24ca9-3d69-4929-978c-9b905a5a6e6e,4562359c-a0a9-42f9-8d2f-014ab4278f08,4/12/2021 5:59:53 AM,Harrison.Carmody_UWA,4/12/2021 5:59:53 AM,Harrison.Carmody_UWA,,,,,,,1969,6030,Exmouth,,,Male,C1b1g,,,
500,,,,,,,7573248d-a158-43ea-bed9-066fc5fb88dc,b056970d-dee7-43ee-91ee-9c6d3a4b89e9,4/12/2021 6:09:24 AM,Harrison.Carmody_UWA,4/12/2021 6:09:24 AM,Harrison.Carmody_UWA,Holiday hobby,,Life,,None,,1991,6056,Exmouth,,,Male,Couple,,,
501,,,,,,,62fbb467-cc8f-40b7-9242-888a42c23e27,849d3cd5-1411-498c-8afe-8c5798b2329e,4/13/2021 7:10:34 AM,Harrison.Carmody_UWA,4/13/2021 7:10:34 AM,Harrison.Carmody_UWA,1 month,,Life,,None,,1977,6156,YardieHomestead,,,Female,2f (family2),,,
502,,,,,,,8e875cb5-7d66-4474-9ee2-e4c20651d909,16805b44-a48b-472f-90ca-ad66a4ff3560,4/13/2021 7:18:26 AM,Harrison.Carmody_UWA,4/13/2021 7:18:26 AM,Harrison.Carmody_UWA,,0,,,,,1981,6163,YardieHomestead,,,Female,2f (family group somewhere else on beach),,,
503,,,,,,,00213fb1-e154-46da-93ef-f8b6e6246c51,65fa4cc0-1ecb-4705-bb71-2487e866013c,4/13/2021 7:46:53 AM,Harrison.Carmody_UWA,4/13/2021 7:46:53 AM,Harrison.Carmody_UWA,5 year,,Life,,None,,1965,5016,Exmouth,Learmonth,,Male,3m,,,
504,,,,,,,aef02550-7d07-4355-aef5-35080b6e252b,9b1a7a5a-f7e6-4ec6-affc-e46f5e456b5b,4/14/2021 2:42:14 AM,Harrison.Carmody_UWA,4/14/2021 4:37:18 AM,Harrison.Carmody_UWA,0,,,,OW,,1973,6230,YardieHomestead,,,Male,2m,,,
505,,,,,,,a154d907-c43a-4c78-9eb7-982851d79c55,1b3f18b1-5d17-453f-91bd-aab5ce4b7306,4/14/2021 2:52:11 AM,Harrison.Carmody_UWA,4/14/2021 4:41:29 AM,Harrison.Carmody_UWA,,,,,,,1977,6053,YardieHomestead,,,Female,2f,,,
506,,,,,,,fef56319-0815-4b84-8bfb-fc0b877ab900,fe7fdfe6-2479-42d7-8ceb-089d5ad8a30e,4/14/2021 4:35:31 AM,Harrison.Carmody_UWA,4/14/2021 4:35:31 AM,Harrison.Carmody_UWA,2 month,,Life,,OW,,1977,6230,Exmouth,,,Male,2m,,,
507,,,,,,,f50f375a-f0b9-4d46-a084-e28ba8bde4df,e8044237-ed1b-4eec-b131-ad51b873a00c,4/15/2021 2:59:28 AM,Harrison.Carmody_UWA,4/15/2021 2:59:28 AM,Harrison.Carmody_UWA,Holiday hobby,,Life,,None,,1983,6155,OspreyCamp,,,Male,2m2b,,,
508,,,,,,,a6899cd3-5015-403f-9065-582e0c632be1,b5d985be-78b7-44d3-9197-9aeea4fa2cef,4/15/2021 3:30:24 AM,Harrison.Carmody_UWA,4/15/2021 3:30:24 AM,Harrison.Carmody_UWA,,,,,None,93,1995,3205,YardieHomestead,,,Female,C,,,
509,,,,,,,5ee76cdb-936d-48e2-84d0-5ba05a1da29a,50eacaca-30ae-44e4-8c39-df33bb8bdaea,4/15/2021 3:36:53 AM,Harrison.Carmody_UWA,4/15/2021 3:36:53 AM,Harrison.Carmody_UWA,,,,,None,,1981,6131,RACHolPark ,,,Female,1f2g1b,,,
510,,,,,,,ed35ea53-ecab-4cf3-ac2d-4942f353b83f,7bc90d91-35ab-4859-a3e6-e2f2adb3889e,4/15/2021 3:45:16 AM,Harrison.Carmody_UWA,4/15/2021 3:45:16 AM,Harrison.Carmody_UWA,,,,,None,,1983,3205,YardieHomestead,,,Male,C,,,
511,,,,,,,23705655-b9d8-47c4-a1a7-5966c82dffef,7ebf5b70-a343-41d1-8739-576e9869a09d,4/15/2021 8:16:04 AM,Harrison.Carmody_UWA,4/15/2021 8:16:04 AM,Harrison.Carmody_UWA,2 month,,Life,,,,1974,6173,Exmouth,,,Male,2c,4,C,Gf923
512,,,,,,,e6c39275-a63e-439d-a863-1dabb80e9259,f78be36e-805f-40af-995f-25779a6611f4,4/15/2021 8:30:47 AM,Harrison.Carmody_UWA,4/15/2021 8:30:47 AM,Harrison.Carmody_UWA,30 year,,Life,,OW,66,1963,6148,OspreyCamp,,,Male,C,3,C,Gk059 seasprite
513,,,,,,,6f7e7fe7-51e1-4166-84ef-11eed51f40d8,c0095655-5cb0-4f4c-acd8-bdba33cf4e60,4/15/2021 8:59:51 AM,Harrison.Carmody_UWA,4/15/2021 9:02:41 AM,Harrison.Carmody_UWA,,,,,,,1943,6210,NKurrajong,,,Male,C,,,
514,,,,,,,bb16a397-11f9-4aef-9f4d-bfdef5dec90c,a8dbcb32-5c0a-40b9-af0e-16744fe07728,4/16/2021 3:41:30 AM,Harrison.Carmody_UWA,4/16/2021 3:41:30 AM,Harrison.Carmody_UWA,,,,,,,1993,6162,Exmouth,,,Female,2f,,,
515,,,,,,,aaa6c49b-d627-4ff7-890a-beaf51de4266,e089c690-a13c-4a1f-8b60-1be0d944aee6,4/16/2021 8:03:32 AM,Harrison.Carmody_UWA,4/16/2021 8:03:32 AM,Harrison.Carmody_UWA,,,,,,,1982,6028,Exmouth,,,Male,C1b1g,,,
516,,,,,,,94df149a-1720-4d02-a954-fb85241bcde1,eb9f167e-01b2-4ea0-9d57-af85a92e251d,4/16/2021 8:12:25 AM,Harrison.Carmody_UWA,4/16/2021 8:12:25 AM,Harrison.Carmody_UWA,60,,Life,,None,,1982,Exmouth,,,,Female,2b1g,,,
517,,,,,,,d5e9c542-2652-4c38-86a7-a38ffc2a9dd3,51432a58-2503-4e25-8f20-8ebe309ddbf2,4/16/2021 8:23:12 AM,Harrison.Carmody_UWA,4/16/2021 8:23:12 AM,Harrison.Carmody_UWA,2 week ,,Life,,None,,1986,6722,Exmouth,,,Female,C2k,,,
518,,,,,,,120e149b-ec5f-44cd-b6af-61cc2e2ba7a5,baf85301-78a4-496d-a1b9-336c812477ad,4/17/2021 2:33:22 AM,Harrison.Carmody_UWA,4/17/2021 2:34:03 AM,Harrison.Carmody_UWA,,,,,,,1990,3008,,Lyndon river ,,Female,2c,,,
519,,,,,,,2a00bc3d-347e-4cbe-a990-3dc3c0b79b57,21a64e47-3025-47d4-8551-fbd17e54362d,4/17/2021 2:41:31 AM,Harrison.Carmody_UWA,4/17/2021 2:41:31 AM,Harrison.Carmody_UWA,Holiday hobby,,,,None,,1963,5044,PeoplesPark,,,Male,1m,,,
520,,,,,,,64dfc92c-a3d9-4343-a1ae-a8f5094d0b63,c74231f7-d195-422f-b789-61870a178b0a,4/17/2021 3:04:48 AM,Harrison.Carmody_UWA,4/17/2021 3:04:48 AM,Harrison.Carmody_UWA,,,,,,,1977,2036,PeoplesPark,,,Female,C2b1g,,,
521,,,,,,,82e3a6f0-3850-4921-a2e7-fbdcc9d4284a,75ce2467-6a42-4059-95a4-bd88279bb949,4/17/2021 3:14:43 AM,Harrison.Carmody_UWA,4/17/2021 3:14:43 AM,Harrison.Carmody_UWA,Holiday hobby,,,,None,,1954,6010,PeoplesPark,,,Female,C,,,
522,,,,,,,43c421fb-ecaf-4140-a369-e94d501f94b6,0c4ac4c1-0788-49f4-b846-a6c776977315,4/17/2021 3:56:04 AM,Harrison.Carmody_UWA,4/17/2021 3:56:04 AM,Harrison.Carmody_UWA,,,,,,,1946,6011,PeoplesPark,,,Male,1m,,,
523,,,,,,,c1356110-a6dc-4f9e-8b39-6e506e5d9fa4,2f5e0b15-a3a1-48c0-a783-71f3bfd59c04,4/17/2021 8:14:06 AM,Harrison.Carmody_UWA,4/17/2021 8:21:57 AM,Harrison.Carmody_UWA,,,,,DM,,1994,,,,,Female,1m3f,3,C,
524,,,,,,,bc24c6c3-acaa-4cd2-868c-622e9223ec49,bc439379-461d-477f-a2f3-3eb39c2152ad,4/17/2021 8:21:30 AM,Harrison.Carmody_UWA,4/17/2021 8:22:54 AM,Harrison.Carmody_UWA,3 month,,Life,,AOW,,1999,6027,CoralBayBackpackers,,,Male,5m,3,C,E1989
525,,,,,,,3177f630-c19b-401b-b591-a2db64fabd8b,7a57b09f-0244-4008-8dba-989ec532fe15,4/18/2021 2:04:06 AM,Harrison.Carmody_UWA,4/18/2021 2:04:06 AM,Harrison.Carmody_UWA,Holiday hobby,,Life,,None,,1985,6030,Exmouth,,,Female,C3b,,,
526,,,,,,,12fd1d18-d79a-44f1-ab02-fb1ac5599780,605ac092-601c-49cc-af42-bc5a5b63ce5d,4/18/2021 2:09:13 AM,Harrison.Carmody_UWA,4/18/2021 2:09:13 AM,Harrison.Carmody_UWA,Holiday hobby,,3,,AOW,,1975,6210,RACHolPark ,,,Female,C2b,,,
527,,,,,,,bc746745-a74c-4608-90be-3bcac9c4f2e1,6c5cad2d-3f77-42f0-b8a9-062238713a13,4/18/2021 3:55:16 AM,Harrison.Carmody_UWA,4/18/2021 3:55:16 AM,Harrison.Carmody_UWA,,,,,,,1992,,,,,Female,1f,,,
528,,,,,,,3e4edb92-82d1-4de9-91f6-3bdfe3653559,ebd8b5dd-23fb-47e9-8701-5da612ca1b6e,4/18/2021 7:22:03 AM,Harrison.Carmody_UWA,4/18/2021 7:22:03 AM,Harrison.Carmody_UWA,2,5,Whole life,,AOW,300,1983,6207,,,,Male,3 guys,7,C,Gg396
529,,,,,,,3991325a-0fe3-4918-b1d6-abaa0e9729be,eb6f7955-19d9-4532-8fbd-b938c63f753d,4/18/2021 7:41:41 AM,Harrison.Carmody_UWA,4/18/2021 7:41:41 AM,Harrison.Carmody_UWA,6,20,Whole life,,None,,1979,6156,NKurrajong,,,Male,3 guys 2 boys,7,F,Et427
530,,,,,,,0516489f-f635-4bfb-aad8-2c5e77901b38,9dd5f474-1e3f-4011-8b52-4b5da6007a61,4/18/2021 7:51:33 AM,Harrison.Carmody_UWA,4/18/2021 7:51:33 AM,Harrison.Carmody_UWA,20,,Whole life,,None,,1977,6155,ExmouthEscape,,,Male,2 men,6,F,Eg925
531,,,,,,,547fbb6c-20cd-4b9a-af59-e64d3771092d,3ac75668-80b0-4d32-aae2-37f28a340c67,4/18/2021 8:20:51 AM,Harrison.Carmody_UWA,4/18/2021 8:20:51 AM,Harrison.Carmody_UWA,,,20,,AOW,,1992,6707,,,,Female,Couple,4,C,H7628
532,,,,,,,f8a00fbe-8a12-4fd0-8423-53a65313a032,f8019827-878f-4cfa-bd34-c9b69ed00990,4/18/2021 8:27:29 AM,Harrison.Carmody_UWA,4/18/2021 8:27:29 AM,Harrison.Carmody_UWA,2,,Whole life,,None,,1970,620,MantaResort,,,Male,4 fishermen,7,D,
533,,,,,,,6cfc2754-6c0f-4ea6-ab41-7a4466a63ec9,8075ab75-97f6-4ce3-957c-1284549928b6,4/18/2021 8:37:22 AM,Harrison.Carmody_UWA,4/18/2021 8:37:22 AM,Harrison.Carmody_UWA,300,300,20,,None,,1999,6707,,,,Male,,,,
534,,,,,,,871691c3-624c-4acb-9e69-297b4df04b84,16be4447-2bff-4284-aabb-c3827524f226,4/18/2021 8:47:23 AM,Harrison.Carmody_UWA,4/18/2021 8:47:23 AM,Harrison.Carmody_UWA,12,12,Whole lives,,OW,30,1983,6530,,Air bob,,Male,2 fishermen,5,C,Ew997
535,,,,,,,ba3b69cd-6426-4b8b-8aa7-32db2bfc6705,d963abeb-ac57-4c1f-9781-696bd2c99e39,4/18/2021 9:56:50 AM,Harrison.Carmody_UWA,4/18/2021 9:56:50 AM,Harrison.Carmody_UWA,300,300,20years,21yeara,OW,30,1999,6707,,,,Male,,,,
536,,,,,,,d9169617-daf7-4896-9dae-5de67eb3e741,745a6073-535a-42fe-885d-1072e14d7862,4/19/2021 2:19:37 AM,Harrison.Carmody_UWA,4/19/2021 2:20:51 AM,Harrison.Carmody_UWA,52,,Whole life,,None,,1951,6330,RACHolPark ,,,Male,2M,5,F,DF880
537,,,,,,,81fcc501-0719-4326-abf0-cdfa89833d17,9936e330-95dc-4417-b177-a9d212a24635,4/19/2021 4:12:11 AM,Harrison.Carmody_UWA,4/19/2021 4:17:48 AM,Harrison.Carmody_UWA,,,,,AOW,300,1967,6707,,,"Has lots of comments, see note on iPad",Female,1 couple,3,A,BRIG
538,,,,,,,aa26451f-8eaa-4396-afbc-68f56c51d40e,63ed7534-26e7-47dc-b124-45925abc3ab5,4/19/2021 7:35:12 AM,Harrison.Carmody_UWA,4/19/2021 7:35:12 AM,Harrison.Carmody_UWA,5,,15,,AOW,100,1991,6210,Exmouth,,,Female,1F,3,C,AZ841
539,,,,,,,e2b13d04-4cd3-4cf9-b88f-6557f4ad69a7,34bc7ee6-2cc6-463b-a474-08bafc862e4c,4/19/2021 7:57:29 AM,Harrison.Carmody_UWA,4/19/2021 7:57:29 AM,Harrison.Carmody_UWA,20,,20,,None,1966,,6028,RACHolPark ,,,Male,3M,,,
540,,,,,,,2dd6c5c3-830b-4edf-ba6c-42c13f9464dc,e155c695-df5c-4df5-a321-f55d40271eef,4/19/2021 8:08:59 AM,Harrison.Carmody_UWA,4/19/2021 8:08:59 AM,Harrison.Carmody_UWA,15,,Whole life,,None,,1987,5086,Exmouth,,,Male,1M,,,
541,,,,,,,e9d2d852-2321-4808-9ab3-f26aa61c99c9,0509274e-6b46-4b95-9434-8067a05505a2,4/19/2021 8:28:37 AM,Harrison.Carmody_UWA,4/19/2021 8:28:37 AM,Harrison.Carmody_UWA,3,,20,,None,,1970,6066,NingalooBreeze,,,Female,"3F, 2M, 1b",,,
542,,,,,,,da2f7aad-6868-4441-8189-c92326eb1b53,af1ff0b5-1bea-4cf9-a4b4-4174a0f31ae6,4/19/2021 8:55:00 AM,Harrison.Carmody_UWA,4/19/2021 8:55:00 AM,Harrison.Carmody_UWA,0,,0,,None,,1979,2444,Exmouth,,,Female,"1 couple, 1g, 1b",5,F,M&H5861
543,,,,,,,39477369-d62b-4893-b551-fefae087b02c,42739bec-7ac2-49d7-9e71-9b4affea7001,4/19/2021 9:00:31 AM,Harrison.Carmody_UWA,4/19/2021 9:00:31 AM,Harrison.Carmody_UWA,10,,1,,None,,1994,616r,YardieHomestead,,,Female,1 couple,2,C,GH253
544,,,,,,,f1bb20e7-0039-4d9c-a847-166f524c1b94,d3b03098-e70a-4be3-bd30-22ab5fe29c9b,3/28/2021 9:18:01 AM,Harrison.Carmody_UWA,3/28/2021 9:18:01 AM,Harrison.Carmody_UWA,Every weekend,,Life,,,,1950,Exmouth,,,,Male,1m,5,B,Lindy Lou
545,,,,,,,3a1be834-2ed8-4e8f-a2ef-91e5fe979ac6,da2a07f3-556d-45df-840d-39455d6c2d2c,3/28/2021 9:49:09 AM,Harrison.Carmody_UWA,3/28/2021 9:49:09 AM,Harrison.Carmody_UWA,365 shore,,55,,,,,,,,,Male,2m,,,
546,,,,,,,6cc6f1e4-96d8-40dd-894a-d0fe18619724,fba31f08-7163-4026-a802-68252d3e2c45,3/31/2021 2:54:17 AM,Harrison.Carmody_UWA,3/31/2021 2:54:17 AM,Harrison.Carmody_UWA,2,Weekly,Life,Life,,,1967,6015,Exmouth,,,Male,"Family, lots of kids",,,
547,,,,,,,babcb157-cb76-4a66-b061-3f0a42f50720,03ad48d7-fe74-45fb-b8cd-844dda7fdfd9,3/31/2021 3:01:42 AM,Harrison.Carmody_UWA,3/31/2021 3:01:42 AM,Harrison.Carmody_UWA,Monthly,Monthly,15 y,Life,,,1994,Perth,Exmouth,,,,Couple,,,
548,,,,,,,1f88f6c9-79f4-44cc-b7a4-bc5496d95716,3eccbdf8-5520-4842-bfa6-480f31886ee3,3/31/2021 3:04:23 AM,Harrison.Carmody_UWA,3/31/2021 3:04:23 AM,Harrison.Carmody_UWA,Monthly,Monthly,8,Life,,,1996,Perth,Exmouth,,,Female,A couple,,,
549,,,,,,,10651929-e6ce-4d93-9f78-263300f60c8c,f4a183b7-c038-43b4-9996-3d5ea3615076,3/31/2021 3:15:10 AM,Harrison.Carmody_UWA,3/31/2021 3:15:10 AM,Harrison.Carmody_UWA,1,Weekly in summer,Life,Life,,,1965,Perth,,,,Male,Family,,,
550,,,,,,,95c2507e-fe58-4045-bb26-19ccf4340dc5,ce722d5f-d38f-4b91-a14a-1b6143eaf7a7,3/31/2021 3:19:36 AM,Harrison.Carmody_UWA,3/31/2021 3:19:36 AM,Harrison.Carmody_UWA,0,,,Life,,,1991,,,,,Male,"On a tour, had to leave with tour group",,,
551,,,,,,,b80a80ea-2544-4f6f-ba70-44c25f0177ef,068971e0-4318-4005-b8aa-eb0bcd8b49fc,3/31/2021 3:33:49 AM,Harrison.Carmody_UWA,3/31/2021 3:33:49 AM,Harrison.Carmody_UWA,Monthly,Weekly,Life,Life,DM,1000s,1967,"South Australia , port Lin on",Exmouth,,,Male,Family of three,,,
552,,,,,,,fff2f4ff-3dc1-454e-a3b0-c4435a932eec,d8ec0585-8085-4bb4-a6ec-d8e1cb03fea4,3/31/2021 3:42:27 AM,Harrison.Carmody_UWA,3/31/2021 3:42:27 AM,Harrison.Carmody_UWA,2,10,10,Life,,,1994,Carat has,Exmouth,,,Male,A couple,,,
553,,,,,,,c3e771a1-7b67-4eeb-b3e4-1a63f1c76ac8,36623c8a-93f6-4281-8d7e-a52c257a86fb,3/31/2021 3:45:00 AM,Harrison.Carmody_UWA,3/31/2021 3:45:00 AM,Harrison.Carmody_UWA,0,Monthly,0,Life,,,1996,Carat has,Exmouth,,,Female,A couple,,,
554,,,,,,,348c869d-fae3-4f07-b919-41f060b7777c,aaa8d141-5fc4-4d50-a6a6-7228515b5c77,3/31/2021 3:56:51 AM,Harrison.Carmody_UWA,3/31/2021 3:56:51 AM,Harrison.Carmody_UWA,0,Weekly in summer,,Most of life,,,1979,Perth,,,,Female,Family of 4,,,
555,,,,,,,dca1910b-072b-4f98-9133-9587878aaa5d,c5ab6a9c-8b90-45b4-a1de-cc8e4353966a,3/31/2021 4:00:08 AM,Harrison.Carmody_UWA,3/31/2021 4:00:08 AM,Harrison.Carmody_UWA,2,Weekly in summer,0,Most of life,,,1981,Perth,,,,Male,Family,,,
556,,,,,,,f0a5b471-9c2f-4c3b-91ee-7e8bb056fd55,1565029d-87cd-42b6-9c30-fd6cd1371c0e,3/31/2021 4:08:06 AM,Harrison.Carmody_UWA,3/31/2021 4:08:06 AM,Harrison.Carmody_UWA,0,Most days,,3 months,,,1979,"Bendigo, vic",Exmouth,,,Male,Man and son,,,
557,,,,,,,a4b3a1cd-19b4-444d-a692-82b400494651,f27ef91a-e319-4680-b778-9993b89bf7cc,3/31/2021 4:16:29 AM,Harrison.Carmody_UWA,3/31/2021 4:16:29 AM,Harrison.Carmody_UWA,5,Fortnightly,Life ,Life,,,1992,Perth,,,,Male,Three mates,,,
558,,,,,,,6af979b2-154d-4fb1-b9ef-c13162dd33d4,2559ef18-2fc2-4019-9d3b-64e658da193c,3/31/2021 4:18:40 AM,Harrison.Carmody_UWA,3/31/2021 4:18:40 AM,Harrison.Carmody_UWA,5,Fortnighly,Life,Life,,,1993,Perth,,,,Male,Three mates,,,
559,,,,,,,f988a447-bfa1-4e0f-a7eb-b8b766416d7b,13dcb5ca-332c-453f-a5d4-a2f741f1dfdd,3/31/2021 4:22:36 AM,Harrison.Carmody_UWA,3/31/2021 4:22:36 AM,Harrison.Carmody_UWA,0,Fortnighly,0,Life,,,1993,Perth,,,,Female,Three mates,,,
560,,,,,,,18e8cd61-65dc-4c46-b0ff-19245f988524,24e89863-cf6c-4df6-ad94-0aa5b573feb8,3/31/2021 8:40:24 AM,Harrison.Carmody_UWA,3/31/2021 8:40:24 AM,Harrison.Carmody_UWA,Fortnightly,0,Life,0,,,,Armadale,,,,Male,Couple ,8,G,Es035
561,,,,,,,2c356f88-f2c9-4013-a282-e31af258fe86,d0342a63-934e-4219-a00e-62a560ae7417,3/31/2021 8:47:56 AM,Harrison.Carmody_UWA,3/31/2021 8:47:56 AM,Harrison.Carmody_UWA,2,,Life,,,,1989,Parbadoo,Exmouth,,,Male,,7,G,Bd738
562,,,,,,,c4c660b4-c540-4b1b-8141-2ef5936e49a4,1ae14bcd-7220-49c5-8ac0-90d10fe2c090,3/31/2021 8:54:04 AM,Harrison.Carmody_UWA,3/31/2021 8:54:04 AM,Harrison.Carmody_UWA,Fortnightly,0,Life,,,,,,,,,Female,Couple ,8,D,Es035
563,,,,,,,2c099549-b97b-4ce8-9537-7cc0e275b32c,0599accb-2317-4420-b502-4c157d2d141b,3/31/2021 9:02:42 AM,Harrison.Carmody_UWA,3/31/2021 9:02:42 AM,Harrison.Carmody_UWA,,,,,OW,5,1993,Ex,,,,Female,,,,
564,,,,,,,04aa6c9c-ab24-46f2-9c0a-4b9ce62510f9,dd857d38-2992-467b-89d4-6eeea61deb17,3/31/2021 9:05:46 AM,Harrison.Carmody_UWA,3/31/2021 9:05:46 AM,Harrison.Carmody_UWA,4,Half of days,1,Most of life,OW,5,1991,Ex,,,,Male,"Couple, or two friends",,,
565,,,,,,,b120e1ba-fb0c-477c-a68f-4b22d7dad4ac,3e0c856b-4f0a-4079-8691-2b721a3cab0d,3/31/2021 9:20:14 AM,Harrison.Carmody_UWA,3/31/2021 9:20:14 AM,Harrison.Carmody_UWA,1,Weekly,Life,Life,,,1984,Perth,,,,Male,Two buddy’s ,3,C,Bk089
